category,image_path,ground_truth,predicted,score,defect_type
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\010.png,good,FAIL,1.3034,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\013.png,good,FAIL,1.3816,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\018.png,good,FAIL,1.2492,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\022.png,good,FAIL,1.194,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\023.png,good,FAIL,1.1711,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\good\028.png,good,FAIL,1.2552,Rough
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\003.png,gray_stroke,PASS,1.0394,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\004.png,gray_stroke,PASS,1.0564,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\005.png,gray_stroke,PASS,0.9605,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\006.png,gray_stroke,PASS,1.1296,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\007.png,gray_stroke,PASS,1.112,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\009.png,gray_stroke,PASS,1.092,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\010.png,gray_stroke,PASS,1.0456,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\012.png,gray_stroke,PASS,1.0657,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\013.png,gray_stroke,PASS,1.0041,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\014.png,gray_stroke,PASS,1.0628,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\gray_stroke\015.png,gray_stroke,PASS,1.1157,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\000.png,oil,PASS,1.1068,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\002.png,oil,PASS,1.0225,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\003.png,oil,PASS,1.0686,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\006.png,oil,PASS,0.9618,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\008.png,oil,PASS,1.1566,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\009.png,oil,PASS,1.1632,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\012.png,oil,PASS,1.1254,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\013.png,oil,PASS,1.0862,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\015.png,oil,PASS,1.1154,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\016.png,oil,PASS,0.959,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\oil\017.png,oil,PASS,0.9665,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\rough\000.png,rough,PASS,1.0518,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\rough\001.png,rough,PASS,1.0515,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\rough\002.png,rough,PASS,1.0956,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\rough\003.png,rough,PASS,1.1227,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\rough\007.png,rough,PASS,1.052,None
tile,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\tile\test\rough\013.png,rough,PASS,1.1179,None
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\defective\010.png,defective,PASS,10.3336,None
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\defective\017.png,defective,PASS,9.6881,None
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\000.png,good,FAIL,13.8841,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\001.png,good,FAIL,13.5606,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\002.png,good,FAIL,14.208,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\003.png,good,FAIL,13.7185,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\004.png,good,FAIL,11.6015,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\005.png,good,FAIL,11.7734,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\006.png,good,FAIL,11.603,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\007.png,good,FAIL,10.484,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\008.png,good,FAIL,11.3218,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\009.png,good,FAIL,12.0907,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\010.png,good,FAIL,12.0937,Defective
toothbrush,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\toothbrush\test\good\011.png,good,FAIL,12.1594,Defective
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\000.png,good,FAIL,4.6852,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\001.png,good,FAIL,5.4002,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\002.png,good,FAIL,5.3141,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\003.png,good,FAIL,4.6011,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\004.png,good,FAIL,5.0347,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\005.png,good,FAIL,4.5057,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\006.png,good,FAIL,4.7626,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\007.png,good,FAIL,5.6197,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\008.png,good,FAIL,4.7151,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\009.png,good,FAIL,4.7091,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\010.png,good,FAIL,5.661,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\011.png,good,FAIL,4.2574,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\012.png,good,FAIL,4.6655,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\013.png,good,FAIL,6.1073,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\014.png,good,FAIL,4.1243,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\015.png,good,FAIL,5.2642,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\016.png,good,FAIL,5.5747,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\017.png,good,FAIL,5.4552,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\018.png,good,FAIL,4.8099,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\019.png,good,FAIL,5.5097,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\020.png,good,FAIL,5.9675,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\021.png,good,FAIL,5.6628,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\022.png,good,FAIL,4.0572,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\023.png,good,FAIL,3.6806,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\024.png,good,FAIL,3.7265,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\025.png,good,FAIL,5.0807,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\026.png,good,FAIL,6.2595,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\027.png,good,FAIL,6.1787,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\028.png,good,FAIL,4.7,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\029.png,good,FAIL,4.9253,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\030.png,good,FAIL,4.1086,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\031.png,good,FAIL,5.4312,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\032.png,good,FAIL,4.2645,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\033.png,good,FAIL,5.0379,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\034.png,good,FAIL,4.9192,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\035.png,good,FAIL,4.1513,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\036.png,good,FAIL,5.4987,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\037.png,good,FAIL,6.1265,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\038.png,good,FAIL,4.9863,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\039.png,good,FAIL,5.3564,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\040.png,good,FAIL,5.6086,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\041.png,good,FAIL,4.0323,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\042.png,good,FAIL,3.5676,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\043.png,good,FAIL,5.6327,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\044.png,good,FAIL,6.1347,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\045.png,good,FAIL,4.9693,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\046.png,good,FAIL,6.0556,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\047.png,good,FAIL,6.6379,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\048.png,good,FAIL,4.6096,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\049.png,good,FAIL,5.2019,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\050.png,good,FAIL,4.8727,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\051.png,good,FAIL,4.249,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\052.png,good,FAIL,5.266,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\053.png,good,FAIL,5.4959,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\054.png,good,FAIL,4.7489,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\055.png,good,FAIL,5.7923,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\056.png,good,FAIL,5.1894,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\057.png,good,FAIL,4.5105,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\058.png,good,FAIL,4.6417,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\good\059.png,good,FAIL,5.0244,Misplaced
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\misplaced\002.png,misplaced,PASS,1.5821,None
transistor,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\transistor\test\misplaced\003.png,misplaced,PASS,1.5512,None
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\000.png,good,FAIL,1.5278,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\001.png,good,FAIL,1.463,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\002.png,good,FAIL,1.3562,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\003.png,good,FAIL,1.3589,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\004.png,good,FAIL,1.3669,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\005.png,good,FAIL,1.4181,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\006.png,good,FAIL,1.4144,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\007.png,good,FAIL,1.2493,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\008.png,good,FAIL,1.3662,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\009.png,good,FAIL,1.3514,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\010.png,good,FAIL,1.2758,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\011.png,good,FAIL,1.3061,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\012.png,good,FAIL,1.3533,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\013.png,good,FAIL,1.2779,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\014.png,good,FAIL,1.5908,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\015.png,good,FAIL,1.6197,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\016.png,good,FAIL,2.0168,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\017.png,good,FAIL,1.6975,Scratch
wood,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\wood\test\good\018.png,good,FAIL,1.6603,Scratch
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\broken_teeth\003.png,broken_teeth,PASS,4.7049,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\broken_teeth\005.png,broken_teeth,PASS,4.6509,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\broken_teeth\006.png,broken_teeth,PASS,4.5493,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\combined\000.png,combined,PASS,4.2706,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\combined\006.png,combined,PASS,4.3737,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\combined\010.png,combined,PASS,4.592,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\combined\014.png,combined,PASS,4.1256,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\fabric_border\000.png,fabric_border,PASS,4.6305,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\fabric_border\012.png,fabric_border,PASS,4.4302,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\000.png,good,FAIL,6.04,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\001.png,good,FAIL,6.1454,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\002.png,good,FAIL,6.4318,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\003.png,good,FAIL,6.3959,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\004.png,good,FAIL,5.2865,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\005.png,good,FAIL,6.4892,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\006.png,good,FAIL,6.1589,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\007.png,good,FAIL,5.6688,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\008.png,good,FAIL,5.5081,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\009.png,good,FAIL,5.0091,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\010.png,good,FAIL,5.2421,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\011.png,good,FAIL,5.0697,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\012.png,good,FAIL,6.3342,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\013.png,good,FAIL,5.3916,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\014.png,good,FAIL,5.507,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\015.png,good,FAIL,5.1344,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\016.png,good,FAIL,5.5932,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\017.png,good,FAIL,6.5741,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\018.png,good,FAIL,5.3942,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\019.png,good,FAIL,6.7276,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\020.png,good,FAIL,5.2026,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\021.png,good,FAIL,5.5075,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\022.png,good,FAIL,5.646,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\023.png,good,FAIL,6.1915,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\024.png,good,FAIL,5.5066,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\025.png,good,FAIL,5.4264,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\026.png,good,FAIL,5.6799,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\027.png,good,FAIL,5.0817,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\028.png,good,FAIL,5.8897,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\029.png,good,FAIL,6.1544,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\030.png,good,FAIL,6.0744,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\good\031.png,good,FAIL,5.3562,Split Teeth
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\split_teeth\007.png,split_teeth,PASS,4.1944,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\split_teeth\009.png,split_teeth,PASS,4.6118,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\split_teeth\017.png,split_teeth,PASS,4.6654,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\squeezed_teeth\010.png,squeezed_teeth,PASS,4.4525,None
zipper,c:\Users\ASUS\Desktop\AI infosys\visioninspect-ai\dataset\mvtec_ad\zipper\test\squeezed_teeth\015.png,squeezed_teeth,PASS,4.6466,None
